云尚品维护,#genre#
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
半岛新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
TVBS新闻,http://38.64.72.148/hls/modn/list/4006/chunklist1.m3u8
TVBS,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
TVBS欢乐,http://81.69.20.196/mqlive.m3u8?ip=61.220.72.26:1888&id=live1018
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
八大综合,http://81.69.20.196/mqlive.m3u8?ip=61.220.72.26:1888&id=live1019
八大第一,http://81.69.20.196/mqlive.m3u8?ip=61.220.72.26:1888&id=live1043
八大戏剧,http://81.69.20.196/mqlive.m3u8?ip=61.220.72.26:1888&id=live1057
纬来综合,http://81.69.20.196/mqlive.m3u8?ip=61.220.72.26:1888&id=live1044
纬来日本,http://81.69.20.196/mqlive.m3u8?ip=61.220.72.26:1888&id=live1026
纬来育乐,http://81.69.20.196/mqlive.m3u8?ip=61.220.72.26:1888&id=live1045
纬来戏剧,http://81.69.20.196/mqlive.m3u8?ip=61.220.72.26:1888&id=live1186
东森新闻,http://81.69.20.196/mqlive.m3u8?ip=61.220.72.26:1888&id=live1014
东森综合,http://81.69.20.196/mqlive.m3u8?ip=61.220.72.26:1888&id=live1041
东森超视,http://38.64.72.148/hls/modn/list/2013/chunklist0.m3u8
龙华电影,http://81.69.20.196/mqlive.m3u8?ip=61.220.72.26:1888&id=live1245
龙华偶像,http://81.69.20.196/mqlive.m3u8?ip=61.220.72.26:1888&id=live1235
龙华日韩,http://81.69.20.196/mqlive.m3u8?ip=61.220.72.26:1888&id=live1010
龙华电影,http://hblh.chinashadt.com:2036/live/stream:lh2.stream/playlist.m3u8
龙华戏剧,http://198.16.100.90:8278/lunghuaxiju_twn/playlist.m3u8?tid=m5c1b0bf1531015581628&ct=17874&tsum=2d2c4d6761fa92d63b97c0fe787007cb
番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
年代MUCH,http://81.69.20.196/mqlive.m3u8?ip=61.220.72.26:1888&id=live1189
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
靖宇综合,http://stream8.jlntv.cn/jytv/sd/live.m3u8
地理野生,http://admdn2.cdn.mangomolo.com/nagtv/smil:nagtv.stream.smil/chunklist_b800000_t64NDgwcA==.m3u8
HBO电影,http://81.69.20.196/mqlive.m3u8?ip=61.220.72.26:1888&id=live1029
卫视电影,http://81.69.20.196/mqlive.m3u8?ip=61.220.72.26:1888&id=live1031
卫视中文,http://81.69.20.196/mqlive.m3u8?ip=61.220.72.26:1888&id=live1024
亚洲旅游,http://81.69.20.196/mqlive.m3u8?ip=61.220.72.26:1888&id=live1219
TVBRICS,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8
CNBC国际,http://81.69.20.196/mqlive.m3u8?ip=61.220.72.26:1888&id=live1063
迪士尼频道,http://81.69.20.196/mqlive.m3u8?ip=61.220.72.26:1888&id=live1007
澳门卫星,http://61.244.22.5/ch3/ch3.live/chunklist_w1228316132.m3u8
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8

关注云尚品互联,#genre#
更多精彩等你来,http://



